humanReadable,scannable,aisle,bay,tier,position,pickPathModifier,img
W2 AF 24 D 2,W2AF24D2,AF,24,D,2,37,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 25 A 2,W2AF25A2,AF,25,A,2,35,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 25 B 2,W2AF25B2,AF,25,B,2,36,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 25 C 2,W2AF25C2,AF,25,C,2,37,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 25 D 2,W2AF25D2,AF,25,D,2,38,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 26 A 2,W2AF26A2,AF,26,A,2,36,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 26 B 2,W2AF26B2,AF,26,B,2,37,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 26 C 2,W2AF26C2,AF,26,C,2,38,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 26 D 2,W2AF26D2,AF,26,D,2,39,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 27 A 2,W2AF27A2,AF,27,A,2,37,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 27 B 2,W2AF27B2,AF,27,B,2,38,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 27 C 2,W2AF27C2,AF,27,C,2,39,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 27 D 2,W2AF27D2,AF,27,D,2,40,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 28 A 2,W2AF28A2,AF,28,A,2,38,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 28 B 2,W2AF28B2,AF,28,B,2,39,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 28 C 2,W2AF28C2,AF,28,C,2,40,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 28 D 2,W2AF28D2,AF,28,D,2,41,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 29 A 2,W2AF29A2,AF,29,A,2,39,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 29 B 2,W2AF29B2,AF,29,B,2,40,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 29 C 2,W2AF29C2,AF,29,C,2,41,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 29 D 2,W2AF29D2,AF,29,D,2,42,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 30 A 2,W2AF30A2,AF,30,A,2,40,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 30 B 2,W2AF30B2,AF,30,B,2,41,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 30 C 2,W2AF30C2,AF,30,C,2,42,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 30 D 2,W2AF30D2,AF,30,D,2,43,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 31 A 2,W2AF31A2,AF,31,A,2,41,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 31 B 2,W2AF31B2,AF,31,B,2,42,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 31 C 2,W2AF31C2,AF,31,C,2,43,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 31 D 2,W2AF31D2,AF,31,D,2,44,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 32 A 2,W2AF32A2,AF,32,A,2,42,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 32 B 2,W2AF32B2,AF,32,B,2,43,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 32 C 2,W2AF32C2,AF,32,C,2,44,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 32 D 2,W2AF32D2,AF,32,D,2,45,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 33 A 2,W2AF33A2,AF,33,A,2,43,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 33 B 2,W2AF33B2,AF,33,B,2,44,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 33 C 2,W2AF33C2,AF,33,C,2,45,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 33 D 2,W2AF33D2,AF,33,D,2,46,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 34 A 2,W2AF34A2,AF,34,A,2,44,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 34 B 2,W2AF34B2,AF,34,B,2,45,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 34 C 2,W2AF34C2,AF,34,C,2,46,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 34 D 2,W2AF34D2,AF,34,D,2,47,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 35 A 2,W2AF35A2,AF,35,A,2,45,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 35 B 2,W2AF35B2,AF,35,B,2,46,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 35 C 2,W2AF35C2,AF,35,C,2,47,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 35 D 2,W2AF35D2,AF,35,D,2,48,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 36 A 2,W2AF36A2,AF,36,A,2,46,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 36 B 2,W2AF36B2,AF,36,B,2,47,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 36 C 2,W2AF36C2,AF,36,C,2,48,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 36 D 2,W2AF36D2,AF,36,D,2,49,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 37 A 2,W2AF37A2,AF,37,A,2,47,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 37 B 2,W2AF37B2,AF,37,B,2,48,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 37 C 2,W2AF37C2,AF,37,C,2,49,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 37 D 2,W2AF37D2,AF,37,D,2,50,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 38 A 2,W2AF38A2,AF,38,A,2,48,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 38 B 2,W2AF38B2,AF,38,B,2,49,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 38 C 2,W2AF38C2,AF,38,C,2,50,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 38 D 2,W2AF38D2,AF,38,D,2,51,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 39 A 2,W2AF39A2,AF,39,A,2,49,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 39 B 2,W2AF39B2,AF,39,B,2,50,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 39 C 2,W2AF39C2,AF,39,C,2,51,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 39 D 2,W2AF39D2,AF,39,D,2,52,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 40 A 2,W2AF40A2,AF,40,A,2,50,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 40 B 2,W2AF40B2,AF,40,B,2,51,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 40 C 2,W2AF40C2,AF,40,C,2,52,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 40 D 2,W2AF40D2,AF,40,D,2,53,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 41 A 2,W2AF41A2,AF,41,A,2,51,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 41 B 2,W2AF41B2,AF,41,B,2,52,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 41 C 2,W2AF41C2,AF,41,C,2,53,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 41 D 2,W2AF41D2,AF,41,D,2,54,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 42 A 2,W2AF42A2,AF,42,A,2,52,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 42 B 2,W2AF42B2,AF,42,B,2,53,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 42 C 2,W2AF42C2,AF,42,C,2,54,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 42 D 2,W2AF42D2,AF,42,D,2,55,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 43 A 2,W2AF43A2,AF,43,A,2,53,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 43 B 2,W2AF43B2,AF,43,B,2,54,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 43 C 2,W2AF43C2,AF,43,C,2,55,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 43 D 2,W2AF43D2,AF,43,D,2,56,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 44 A 2,W2AF44A2,AF,44,A,2,54,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 44 B 2,W2AF44B2,AF,44,B,2,55,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 44 C 2,W2AF44C2,AF,44,C,2,56,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 44 D 2,W2AF44D2,AF,44,D,2,57,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 45 A 2,W2AF45A2,AF,45,A,2,55,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 45 B 2,W2AF45B2,AF,45,B,2,56,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 45 C 2,W2AF45C2,AF,45,C,2,57,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 45 D 2,W2AF45D2,AF,45,D,2,58,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 46 A 2,W2AF46A2,AF,46,A,2,56,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 46 B 2,W2AF46B2,AF,46,B,2,57,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 46 C 2,W2AF46C2,AF,46,C,2,58,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 46 D 2,W2AF46D2,AF,46,D,2,59,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 47 A 2,W2AF47A2,AF,47,A,2,57,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 47 B 2,W2AF47B2,AF,47,B,2,58,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 47 C 2,W2AF47C2,AF,47,C,2,59,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 47 D 2,W2AF47D2,AF,47,D,2,60,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AF 48 A 2,W2AF48A2,AF,48,A,2,58,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AF 48 B 2,W2AF48B2,AF,48,B,2,59,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AF 48 C 2,W2AF48C2,AF,48,C,2,60,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AF 48 D 2,W2AF48D2,AF,48,D,2,61,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 13 A 2,W2AG13A2,AG,13,A,2,24,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 13 B 2,W2AG13B2,AG,13,B,2,25,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 13 C 2,W2AG13C2,AG,13,C,2,26,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 13 D 2,W2AG13D2,AG,13,D,2,27,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 14 A 2,W2AG14A2,AG,14,A,2,25,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 14 B 2,W2AG14B2,AG,14,B,2,26,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 14 C 2,W2AG14C2,AG,14,C,2,27,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 14 D 2,W2AG14D2,AG,14,D,2,28,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 15 A 2,W2AG15A2,AG,15,A,2,26,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 15 B 2,W2AG15B2,AG,15,B,2,27,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 15 C 2,W2AG15C2,AG,15,C,2,28,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 15 D 2,W2AG15D2,AG,15,D,2,29,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 16 A 2,W2AG16A2,AG,16,A,2,27,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 16 B 2,W2AG16B2,AG,16,B,2,28,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 16 C 2,W2AG16C2,AG,16,C,2,29,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 16 D 2,W2AG16D2,AG,16,D,2,30,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 17 A 2,W2AG17A2,AG,17,A,2,28,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 17 B 2,W2AG17B2,AG,17,B,2,29,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 17 C 2,W2AG17C2,AG,17,C,2,30,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 17 D 2,W2AG17D2,AG,17,D,2,31,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 18 A 2,W2AG18A2,AG,18,A,2,29,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 18 B 2,W2AG18B2,AG,18,B,2,30,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 18 C 2,W2AG18C2,AG,18,C,2,31,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 18 D 2,W2AG18D2,AG,18,D,2,32,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 19 A 2,W2AG19A2,AG,19,A,2,30,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 19 B 2,W2AG19B2,AG,19,B,2,31,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 19 C 2,W2AG19C2,AG,19,C,2,32,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 19 D 2,W2AG19D2,AG,19,D,2,33,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 20 A 2,W2AG20A2,AG,20,A,2,31,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 20 B 2,W2AG20B2,AG,20,B,2,32,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 20 C 2,W2AG20C2,AG,20,C,2,33,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 20 D 2,W2AG20D2,AG,20,D,2,34,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 21 A 2,W2AG21A2,AG,21,A,2,32,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 21 B 2,W2AG21B2,AG,21,B,2,33,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 21 C 2,W2AG21C2,AG,21,C,2,34,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 21 D 2,W2AG21D2,AG,21,D,2,35,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 22 A 2,W2AG22A2,AG,22,A,2,33,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 22 B 2,W2AG22B2,AG,22,B,2,34,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 22 C 2,W2AG22C2,AG,22,C,2,35,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 22 D 2,W2AG22D2,AG,22,D,2,36,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 23 A 2,W2AG23A2,AG,23,A,2,34,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 23 B 2,W2AG23B2,AG,23,B,2,35,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 23 C 2,W2AG23C2,AG,23,C,2,36,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 23 D 2,W2AG23D2,AG,23,D,2,37,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 24 A 2,W2AG24A2,AG,24,A,2,35,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 24 B 2,W2AG24B2,AG,24,B,2,36,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 24 C 2,W2AG24C2,AG,24,C,2,37,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 24 D 2,W2AG24D2,AG,24,D,2,38,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 25 A 2,W2AG25A2,AG,25,A,2,36,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 25 B 2,W2AG25B2,AG,25,B,2,37,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 25 C 2,W2AG25C2,AG,25,C,2,38,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 25 D 2,W2AG25D2,AG,25,D,2,39,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 26 A 2,W2AG26A2,AG,26,A,2,37,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 26 B 2,W2AG26B2,AG,26,B,2,38,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 26 C 2,W2AG26C2,AG,26,C,2,39,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 26 D 2,W2AG26D2,AG,26,D,2,40,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 27 A 2,W2AG27A2,AG,27,A,2,38,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 27 B 2,W2AG27B2,AG,27,B,2,39,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 27 C 2,W2AG27C2,AG,27,C,2,40,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 27 D 2,W2AG27D2,AG,27,D,2,41,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 28 A 2,W2AG28A2,AG,28,A,2,39,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 28 B 2,W2AG28B2,AG,28,B,2,40,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 28 C 2,W2AG28C2,AG,28,C,2,41,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 28 D 2,W2AG28D2,AG,28,D,2,42,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 29 A 2,W2AG29A2,AG,29,A,2,40,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 29 B 2,W2AG29B2,AG,29,B,2,41,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 29 C 2,W2AG29C2,AG,29,C,2,42,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 29 D 2,W2AG29D2,AG,29,D,2,43,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 30 A 2,W2AG30A2,AG,30,A,2,41,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 30 B 2,W2AG30B2,AG,30,B,2,42,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 30 C 2,W2AG30C2,AG,30,C,2,43,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 30 D 2,W2AG30D2,AG,30,D,2,44,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 31 A 2,W2AG31A2,AG,31,A,2,42,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 31 B 2,W2AG31B2,AG,31,B,2,43,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 31 C 2,W2AG31C2,AG,31,C,2,44,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 31 D 2,W2AG31D2,AG,31,D,2,45,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 32 A 2,W2AG32A2,AG,32,A,2,43,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 32 B 2,W2AG32B2,AG,32,B,2,44,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 32 C 2,W2AG32C2,AG,32,C,2,45,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 32 D 2,W2AG32D2,AG,32,D,2,46,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 33 A 2,W2AG33A2,AG,33,A,2,44,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 33 B 2,W2AG33B2,AG,33,B,2,45,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 33 C 2,W2AG33C2,AG,33,C,2,46,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 33 D 2,W2AG33D2,AG,33,D,2,47,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 34 A 2,W2AG34A2,AG,34,A,2,45,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 34 B 2,W2AG34B2,AG,34,B,2,46,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 34 C 2,W2AG34C2,AG,34,C,2,47,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 34 D 2,W2AG34D2,AG,34,D,2,48,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 35 A 2,W2AG35A2,AG,35,A,2,46,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 35 B 2,W2AG35B2,AG,35,B,2,47,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 35 C 2,W2AG35C2,AG,35,C,2,48,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 35 D 2,W2AG35D2,AG,35,D,2,49,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 36 A 2,W2AG36A2,AG,36,A,2,47,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 36 B 2,W2AG36B2,AG,36,B,2,48,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 36 C 2,W2AG36C2,AG,36,C,2,49,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 36 D 2,W2AG36D2,AG,36,D,2,50,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 37 A 2,W2AG37A2,AG,37,A,2,48,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 37 B 2,W2AG37B2,AG,37,B,2,49,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 37 C 2,W2AG37C2,AG,37,C,2,50,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 37 D 2,W2AG37D2,AG,37,D,2,51,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 38 A 2,W2AG38A2,AG,38,A,2,49,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 38 B 2,W2AG38B2,AG,38,B,2,50,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 38 C 2,W2AG38C2,AG,38,C,2,51,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 38 D 2,W2AG38D2,AG,38,D,2,52,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 39 A 2,W2AG39A2,AG,39,A,2,50,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 39 B 2,W2AG39B2,AG,39,B,2,51,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 39 C 2,W2AG39C2,AG,39,C,2,52,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 39 D 2,W2AG39D2,AG,39,D,2,53,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 40 A 2,W2AG40A2,AG,40,A,2,51,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 40 B 2,W2AG40B2,AG,40,B,2,52,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 40 C 2,W2AG40C2,AG,40,C,2,53,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 40 D 2,W2AG40D2,AG,40,D,2,54,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 41 A 2,W2AG41A2,AG,41,A,2,52,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 41 B 2,W2AG41B2,AG,41,B,2,53,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 41 C 2,W2AG41C2,AG,41,C,2,54,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 41 D 2,W2AG41D2,AG,41,D,2,55,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 42 A 2,W2AG42A2,AG,42,A,2,53,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 42 B 2,W2AG42B2,AG,42,B,2,54,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 42 C 2,W2AG42C2,AG,42,C,2,55,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 42 D 2,W2AG42D2,AG,42,D,2,56,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 43 A 2,W2AG43A2,AG,43,A,2,54,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 43 B 2,W2AG43B2,AG,43,B,2,55,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 43 C 2,W2AG43C2,AG,43,C,2,56,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 43 D 2,W2AG43D2,AG,43,D,2,57,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 44 A 2,W2AG44A2,AG,44,A,2,55,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 44 B 2,W2AG44B2,AG,44,B,2,56,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 44 C 2,W2AG44C2,AG,44,C,2,57,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 44 D 2,W2AG44D2,AG,44,D,2,58,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 45 A 2,W2AG45A2,AG,45,A,2,56,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 45 B 2,W2AG45B2,AG,45,B,2,57,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 45 C 2,W2AG45C2,AG,45,C,2,58,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 45 D 2,W2AG45D2,AG,45,D,2,59,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 46 A 2,W2AG46A2,AG,46,A,2,57,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 46 B 2,W2AG46B2,AG,46,B,2,58,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 46 C 2,W2AG46C2,AG,46,C,2,59,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 46 D 2,W2AG46D2,AG,46,D,2,60,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 47 A 2,W2AG47A2,AG,47,A,2,58,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 47 B 2,W2AG47B2,AG,47,B,2,59,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 47 C 2,W2AG47C2,AG,47,C,2,60,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 47 D 2,W2AG47D2,AG,47,D,2,61,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 AG 48 A 2,W2AG48A2,AG,48,A,2,59,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 AG 48 B 2,W2AG48B2,AG,48,B,2,60,C:\Users\ironman\Desktop\svgtopng\B2.png
W2 AG 48 C 2,W2AG48C2,AG,48,C,2,61,C:\Users\ironman\Desktop\svgtopng\C2.png
W2 AG 48 D 2,W2AG48D2,AG,48,D,2,62,C:\Users\ironman\Desktop\svgtopng\D2.png
W2 LA 01 A 2,W2LA01A2,LA,1,A,2,17,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 LA 02 A 2,W2LA02A2,LA,2,A,2,18,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 LB 01 A 2,W2LB01A2,LB,1,A,2,18,C:\Users\ironman\Desktop\svgtopng\A2.png
W2 LB 02 A 2,W2LB02A2,LB,2,A,2,19,C:\Users\ironman\Desktop\svgtopng\A2.png
